timestamp,zone,power_W,voltage_V,current_A,occupancy,temp_C,humidity_pct,pv_generation_W
2025-10-27T05:45:00,ServerRoom,1880.83,226.1,8.319,0,19.85,42.94,0.0
2025-10-27T06:00:00,OpenOffice,304.21,228.75,1.33,0,21.79,37.53,0.0
2025-10-27T06:00:00,MeetingRoom,77.51,229.29,0.338,0,22.95,47.26,0.0
2025-10-27T06:00:00,ServerRoom,1769.09,231.26,7.65,0,19.17,37.2,0.0
2025-10-27T06:15:00,OpenOffice,273.18,227.56,1.201,0,21.33,45.81,192.13
2025-10-27T06:15:00,MeetingRoom,79.13,232.2,0.341,0,22.83,44.07,143.42
2025-10-27T06:15:00,ServerRoom,1700.6,231.86,7.335,0,19.48,44.75,190.06
2025-10-27T06:30:00,OpenOffice,304.86,229.74,1.327,0,22.1,42.98,348.33
2025-10-27T06:30:00,MeetingRoom,72.83,229.11,0.318,0,23.2,34.02,362.49
2025-10-27T06:30:00,ServerRoom,1751.29,231.26,7.573,0,19.99,35.51,280.87
2025-10-27T06:45:00,OpenOffice,268.65,233.54,1.15,0,21.69,44.02,430.24
2025-10-27T06:45:00,MeetingRoom,81.65,228.87,0.357,0,21.18,41.22,424.46
2025-10-27T06:45:00,ServerRoom,1659.41,230.41,7.202,0,20.56,44.36,423.97
2025-10-27T07:00:00,OpenOffice,278.28,227.19,1.225,0,21.28,38.93,724.55
2025-10-27T07:00:00,MeetingRoom,71.85,233.14,0.308,0,21.7,39.98,652.69
2025-10-27T07:00:00,ServerRoom,1720.51,228.35,7.535,0,20.52,47.66,767.65
2025-10-27T07:15:00,OpenOffice,278.32,228.31,1.219,0,21.66,42.29,953.68
2025-10-27T07:15:00,MeetingRoom,80.9,230.03,0.352,0,22.1,36.13,955.44
2025-10-27T07:15:00,ServerRoom,1881.62,230.81,8.152,0,19.57,49.3,856.57
2025-10-27T07:30:00,OpenOffice,313.08,230.37,1.359,0,24.19,35.96,899.17
2025-10-27T07:30:00,MeetingRoom,79.37,227.29,0.349,0,23.03,30.95,830.41
2025-10-27T07:30:00,ServerRoom,1713.57,233.75,7.331,0,20.95,37.12,1039.47
2025-10-27T07:45:00,OpenOffice,311.13,232.95,1.336,0,22.7,39.34,1273.55
2025-10-27T07:45:00,MeetingRoom,84.72,229.06,0.37,0,20.29,46.77,1314.89
2025-10-27T07:45:00,ServerRoom,1702.52,230.56,7.384,0,17.55,35.49,1037.64
2025-10-27T08:00:00,OpenOffice,303.89,230.6,1.318,0,23.52,41.56,1475.14
2025-10-27T08:00:00,MeetingRoom,78.2,231.25,0.338,0,20.93,39.29,1479.32
2025-10-27T08:00:00,ServerRoom,1558.71,231.07,6.746,0,21.06,47.71,1211.17
2025-10-27T08:15:00,OpenOffice,1214.54,234.09,5.188,1,22.11,47.76,1592.8
2025-10-27T08:15:00,MeetingRoom,88.24,233.51,0.378,0,21.75,44.86,1233.71
2025-10-27T08:15:00,ServerRoom,1790.35,231.76,7.725,0,19.57,38.29,1173.97
2025-10-27T08:30:00,OpenOffice,1096.15,232.89,4.707,1,22.89,39.31,1469.2
2025-10-27T08:30:00,MeetingRoom,86.01,230.15,0.374,0,23.63,33.1,1750.88
2025-10-27T08:30:00,ServerRoom,1657.45,231.59,7.157,0,19.72,31.68,1815.34
2025-10-27T08:45:00,OpenOffice,1267.36,227.12,5.58,1,21.88,39.62,1461.1
2025-10-27T08:45:00,MeetingRoom,81.47,228.12,0.357,0,21.49,34.7,1916.79
2025-10-27T08:45:00,ServerRoom,1819.95,229.36,7.935,0,19.55,37.62,1408.88
2025-10-27T09:00:00,OpenOffice,1151.07,228.88,5.029,1,20.57,39.04,1716.74
2025-10-27T09:00:00,MeetingRoom,79.59,230.08,0.346,0,22.51,46.02,1536.96
2025-10-27T09:00:00,ServerRoom,1632.2,229.56,7.11,0,20.61,43.79,1602.35
2025-10-27T09:15:00,OpenOffice,1183.5,225.4,5.251,1,20.48,46.83,1891.84
2025-10-27T09:15:00,MeetingRoom,823.06,230.62,3.569,1,25.08,45.6,1651.38
2025-10-27T09:15:00,ServerRoom,1756.2,225.09,7.802,0,19.19,35.48,1834.16
2025-10-27T09:30:00,OpenOffice,284.08,228.69,1.242,0,21.23,38.25,2301.89
2025-10-27T09:30:00,MeetingRoom,84.22,231.31,0.364,0,21.13,39.98,2049.55
2025-10-27T09:30:00,ServerRoom,1745.26,231.08,7.553,0,18.96,39.05,1868.66
2025-10-27T09:45:00,OpenOffice,1255.57,233.82,5.37,1,20.6,42.81,1822.25
2025-10-27T09:45:00,MeetingRoom,77.4,229.03,0.338,0,21.41,35.68,1875.83
2025-10-27T09:45:00,ServerRoom,1409.5,231.37,6.092,0,20.39,39.58,2393.76
2025-10-27T10:00:00,OpenOffice,1156.56,228.93,5.052,1,22.53,41.04,2252.61
2025-10-27T10:00:00,MeetingRoom,83.73,228.48,0.366,0,21.44,34.99,2150.25
2025-10-27T10:00:00,ServerRoom,1469.8,230.1,6.388,0,20.26,35.48,2043.62
2025-10-27T10:15:00,OpenOffice,1196.04,227.58,5.255,1,21.35,40.24,2155.13
2025-10-27T10:15:00,MeetingRoom,84.03,228.85,0.367,0,22.84,34.35,2497.08
2025-10-27T10:15:00,ServerRoom,1531.01,234.87,6.519,0,18.23,34.84,2633.74
2025-10-27T10:30:00,OpenOffice,1210.18,230.18,5.258,1,22.49,47.9,2640.12
2025-10-27T10:30:00,MeetingRoom,77.62,231.18,0.336,0,21.68,38.4,2617.46
2025-10-27T10:30:00,ServerRoom,1599.38,234.15,6.831,0,20.87,38.37,2266.46
2025-10-27T10:45:00,OpenOffice,1077.71,227.98,4.727,1,20.13,38.24,2625.69
2025-10-27T10:45:00,MeetingRoom,81.31,229.56,0.354,0,22.83,28.94,2761.08
2025-10-27T10:45:00,ServerRoom,1495.08,230.57,6.484,0,20.17,42.84,2273.97
2025-10-27T11:00:00,OpenOffice,1230.56,232.49,5.293,1,22.97,40.41,2714.0
2025-10-27T11:00:00,MeetingRoom,75.63,228.37,0.331,0,23.51,42.01,2790.65
2025-10-27T11:00:00,ServerRoom,1632.26,228.98,7.128,0,19.73,35.11,2721.56
2025-10-27T11:15:00,OpenOffice,1245.42,228.16,5.459,1,22.87,46.78,2672.2
2025-10-27T11:15:00,MeetingRoom,76.9,227.51,0.338,0,20.22,47.48,2467.46
2025-10-27T11:15:00,ServerRoom,1552.91,235.29,6.6,0,19.8,40.23,2829.48
2025-10-27T11:30:00,OpenOffice,1306.93,231.18,5.653,1,22.22,42.21,2218.14
2025-10-27T11:30:00,MeetingRoom,74.63,233.77,0.319,0,22.18,40.5,2907.92
2025-10-27T11:30:00,ServerRoom,1450.59,229.75,6.314,0,20.06,45.47,2609.63
2025-10-27T11:45:00,OpenOffice,1190.52,229.15,5.195,1,20.99,31.73,2578.12
2025-10-27T11:45:00,MeetingRoom,748.4,227.41,3.291,1,21.66,48.35,2297.22
2025-10-27T11:45:00,ServerRoom,1427.94,229.7,6.216,0,19.99,33.4,2471.73
2025-10-27T12:00:00,OpenOffice,1264.83,226.31,5.589,1,20.98,42.58,2964.96
2025-10-27T12:00:00,MeetingRoom,76.8,229.67,0.334,0,22.0,40.79,2635.85
2025-10-27T12:00:00,ServerRoom,1501.04,229.95,6.528,0,20.2,39.28,2284.63
2025-10-27T12:15:00,OpenOffice,1198.03,228.91,5.234,1,21.29,40.53,2791.98
2025-10-27T12:15:00,MeetingRoom,69.4,232.18,0.299,0,23.25,29.63,2234.92
2025-10-27T12:15:00,ServerRoom,1508.47,229.49,6.573,0,19.85,42.64,2338.65
2025-10-27T12:30:00,OpenOffice,1178.29,229.86,5.126,1,22.49,36.14,2669.99
2025-10-27T12:30:00,MeetingRoom,77.18,228.54,0.338,0,22.1,39.35,2241.35
2025-10-27T12:30:00,ServerRoom,1383.83,231.43,5.98,0,19.76,38.13,2726.51
2025-10-27T12:45:00,OpenOffice,1178.34,232.32,5.072,1,20.92,43.08,2318.41
2025-10-27T12:45:00,MeetingRoom,813.05,227.5,3.574,1,22.92,39.08,2781.21
2025-10-27T12:45:00,ServerRoom,1370.29,228.37,6.0,0,21.32,31.23,2296.27
2025-10-27T13:00:00,OpenOffice,1274.8,225.66,5.649,1,20.25,37.28,2852.97
2025-10-27T13:00:00,MeetingRoom,838.87,229.94,3.648,1,21.66,46.73,2047.98
2025-10-27T13:00:00,ServerRoom,1470.52,226.58,6.49,0,18.65,43.72,2149.59
2025-10-27T13:15:00,OpenOffice,1201.11,230.7,5.206,1,21.46,36.11,2004.23
2025-10-27T13:15:00,MeetingRoom,807.83,228.04,3.542,1,22.41,31.49,2543.72
2025-10-27T13:15:00,ServerRoom,1402.03,231.05,6.068,0,21.62,47.85,2555.32
2025-10-27T13:30:00,OpenOffice,1190.51,231.61,5.14,1,22.38,28.15,1979.2
2025-10-27T13:30:00,MeetingRoom,78.61,230.4,0.341,0,20.57,42.91,2263.84
2025-10-27T13:30:00,ServerRoom,1357.75,227.3,5.973,0,19.02,45.27,2411.11
2025-10-27T13:45:00,OpenOffice,1229.6,230.37,5.338,1,21.14,43.5,1908.6
2025-10-27T13:45:00,MeetingRoom,77.7,230.24,0.337,0,24.56,39.52,2153.23
2025-10-27T13:45:00,ServerRoom,1386.69,230.49,6.016,0,20.18,38.33,2283.39
2025-10-27T14:00:00,OpenOffice,1106.52,229.2,4.828,1,22.5,42.66,2360.12
2025-10-27T14:00:00,MeetingRoom,72.95,232.29,0.314,0,20.68,38.87,2241.02
2025-10-27T14:00:00,ServerRoom,1426.61,231.22,6.17,0,20.56,45.4,2358.23
2025-10-27T14:15:00,OpenOffice,1195.79,226.68,5.275,1,22.43,41.04,1881.21
2025-10-27T14:15:00,MeetingRoom,75.68,232.11,0.326,0,21.96,43.41,2391.17
2025-10-27T14:15:00,ServerRoom,1356.56,231.77,5.853,0,18.59,42.51,1836.31
2025-10-27T14:30:00,OpenOffice,284.36,232.56,1.223,0,21.74,40.67,1891.16
2025-10-27T14:30:00,MeetingRoom,77.4,232.09,0.333,0,22.87,41.42,2105.78
2025-10-27T14:30:00,ServerRoom,1383.92,232.13,5.962,0,19.48,47.05,2008.68
2025-10-27T14:45:00,OpenOffice,1173.27,232.91,5.038,1,23.58,37.39,1740.43
2025-10-27T14:45:00,MeetingRoom,74.62,228.16,0.327,0,21.0,36.16,1607.35
2025-10-27T14:45:00,ServerRoom,1235.85,227.59,5.43,0,18.93,43.41,2221.66
2025-10-27T15:00:00,OpenOffice,1190.06,228.35,5.212,1,24.31,36.68,1591.22
2025-10-27T15:00:00,MeetingRoom,846.68,233.24,3.63,1,20.43,40.37,1597.27
2025-10-27T15:00:00,ServerRoom,1316.25,228.89,5.751,0,19.36,45.95,1521.74
2025-10-27T15:15:00,OpenOffice,1285.23,228.86,5.616,1,21.17,42.36,1868.75
2025-10-27T15:15:00,MeetingRoom,80.81,226.97,0.356,0,23.55,48.98,1438.92
2025-10-27T15:15:00,ServerRoom,1325.17,231.17,5.732,0,20.54,45.42,1711.51
2025-10-27T15:30:00,OpenOffice,273.77,227.49,1.203,0,22.88,35.25,1550.08
2025-10-27T15:30:00,MeetingRoom,82.78,227.88,0.363,0,18.52,35.65,1602.97
2025-10-27T15:30:00,ServerRoom,1308.5,232.09,5.638,0,20.68,49.23,1424.7
2025-10-27T15:45:00,OpenOffice,1235.44,232.22,5.32,1,22.82,42.54,1515.44
2025-10-27T15:45:00,MeetingRoom,85.53,231.3,0.37,0,21.83,40.73,1334.26
2025-10-27T15:45:00,ServerRoom,1287.72,230.99,5.575,0,20.42,42.0,1420.44
2025-10-27T16:00:00,OpenOffice,312.27,227.02,1.375,0,22.02,40.45,1166.91
2025-10-27T16:00:00,MeetingRoom,85.98,230.43,0.373,0,22.27,37.99,1293.57
2025-10-27T16:00:00,ServerRoom,1320.47,230.56,5.727,0,20.61,40.93,1096.13
2025-10-27T16:15:00,OpenOffice,1173.21,230.39,5.092,1,23.07,34.87,955.62
2025-10-27T16:15:00,MeetingRoom,84.78,226.95,0.374,0,21.44,41.89,1230.64
2025-10-27T16:15:00,ServerRoom,1311.97,225.93,5.807,0,20.73,45.4,1106.3
2025-10-27T16:30:00,OpenOffice,1126.21,229.64,4.904,1,22.65,44.94,879.67
2025-10-27T16:30:00,MeetingRoom,84.49,232.62,0.363,0,21.78,34.27,1128.63
2025-10-27T16:30:00,ServerRoom,1436.66,227.86,6.305,0,18.47,36.54,1142.53
2025-10-27T16:45:00,OpenOffice,1185.53,230.7,5.139,1,20.75,47.22,925.08
2025-10-27T16:45:00,MeetingRoom,81.37,230.91,0.352,0,22.57,42.24,895.18
2025-10-27T16:45:00,ServerRoom,1248.73,230.65,5.414,0,21.25,42.46,814.33
2025-10-27T17:00:00,OpenOffice,1222.5,228.49,5.35,1,20.64,38.42,658.03
2025-10-27T17:00:00,MeetingRoom,80.51,228.64,0.352,0,22.84,36.74,615.81
2025-10-27T17:00:00,ServerRoom,1288.72,229.95,5.604,0,19.83,36.56,655.32
2025-10-27T17:15:00,OpenOffice,1261.41,227.81,5.537,1,22.37,42.39,416.65
2025-10-27T17:15:00,MeetingRoom,76.13,229.9,0.331,0,22.0,34.21,518.23
2025-10-27T17:15:00,ServerRoom,1338.06,233.56,5.729,0,19.12,40.19,471.25
2025-10-27T17:30:00,OpenOffice,297.31,228.54,1.301,0,22.2,34.69,355.1
2025-10-27T17:30:00,MeetingRoom,77.72,231.15,0.336,0,23.4,44.62,277.82
2025-10-27T17:30:00,ServerRoom,1419.64,230.72,6.153,0,20.39,43.41,368.29
2025-10-27T17:45:00,OpenOffice,1206.87,231.9,5.204,1,21.8,46.59,175.23
2025-10-27T17:45:00,MeetingRoom,86.94,230.4,0.377,0,21.35,37.58,188.66
2025-10-27T17:45:00,ServerRoom,1233.35,228.94,5.387,0,20.62,45.65,166.67
2025-10-27T18:00:00,OpenOffice,325.91,230.87,1.412,0,22.04,40.6,0.0
2025-10-27T18:00:00,MeetingRoom,77.99,230.42,0.338,0,23.09,39.45,0.0
2025-10-27T18:00:00,ServerRoom,1268.59,233.15,5.441,0,18.77,32.68,0.0
2025-10-27T18:15:00,OpenOffice,276.57,234.0,1.182,0,21.89,48.9,0.0
2025-10-27T18:15:00,MeetingRoom,79.31,231.77,0.342,0,22.65,32.12,0.0
2025-10-27T18:15:00,ServerRoom,1335.08,227.49,5.869,0,21.38,43.89,0.0
2025-10-27T18:30:00,OpenOffice,307.41,230.52,1.334,0,21.45,36.64,0.0
2025-10-27T18:30:00,MeetingRoom,81.3,229.42,0.354,0,20.35,39.75,0.0
2025-10-27T18:30:00,ServerRoom,1351.94,224.3,6.027,0,21.15,31.3,0.0
2025-10-27T18:45:00,OpenOffice,305.61,229.83,1.33,0,22.81,33.77,0.0
2025-10-27T18:45:00,MeetingRoom,78.13,230.69,0.339,0,21.95,42.39,0.0
2025-10-27T18:45:00,ServerRoom,1167.26,230.51,5.064,0,19.74,46.17,0.0
2025-10-27T19:00:00,OpenOffice,322.51,231.7,1.392,0,21.65,38.25,0.0
2025-10-27T19:00:00,MeetingRoom,78.71,234.15,0.336,0,22.38,42.15,0.0
2025-10-27T19:00:00,ServerRoom,1374.13,230.48,5.962,0,19.74,39.02,0.0
2025-10-27T19:15:00,OpenOffice,298.93,229.93,1.3,0,22.73,40.26,0.0
2025-10-27T19:15:00,MeetingRoom,82.93,229.84,0.361,0,22.08,30.01,0.0
2025-10-27T19:15:00,ServerRoom,1370.66,230.69,5.941,0,21.0,25.52,0.0
2025-10-27T19:30:00,OpenOffice,331.33,229.72,1.442,0,23.11,34.8,0.0
2025-10-27T19:30:00,MeetingRoom,82.45,227.89,0.362,0,21.38,49.57,0.0
2025-10-27T19:30:00,ServerRoom,1302.68,230.43,5.653,0,20.87,42.48,0.0
2025-10-27T19:45:00,OpenOffice,302.26,230.73,1.31,0,24.4,39.71,0.0
2025-10-27T19:45:00,MeetingRoom,80.8,232.1,0.348,0,23.11,45.94,0.0
2025-10-27T19:45:00,ServerRoom,1362.8,227.71,5.985,0,21.63,34.27,0.0
2025-10-27T20:00:00,OpenOffice,304.54,228.49,1.333,0,21.94,41.64,0.0
2025-10-27T20:00:00,MeetingRoom,81.29,230.84,0.352,0,23.61,42.27,0.0
2025-10-27T20:00:00,ServerRoom,1310.6,231.93,5.651,0,21.19,33.86,0.0
2025-10-27T20:15:00,OpenOffice,308.96,231.4,1.335,0,21.7,46.88,0.0
2025-10-27T20:15:00,MeetingRoom,79.4,230.25,0.345,0,21.83,40.08,0.0
2025-10-27T20:15:00,ServerRoom,1260.6,227.12,5.55,0,21.59,35.77,0.0
2025-10-27T20:30:00,OpenOffice,285.13,225.69,1.263,0,21.36,33.38,0.0
2025-10-27T20:30:00,MeetingRoom,86.57,232.02,0.373,0,21.31,51.26,0.0
2025-10-27T20:30:00,ServerRoom,1407.17,229.35,6.135,0,17.5,51.45,0.0
2025-10-27T20:45:00,OpenOffice,279.16,226.71,1.231,0,23.02,52.2,0.0
2025-10-27T20:45:00,MeetingRoom,85.54,231.13,0.37,0,22.59,44.27,0.0
2025-10-27T20:45:00,ServerRoom,1400.85,230.56,6.076,0,20.1,39.69,0.0
2025-10-27T21:00:00,OpenOffice,288.69,229.44,1.258,0,20.31,39.51,0.0
2025-10-27T21:00:00,MeetingRoom,76.05,227.79,0.334,0,22.18,46.96,0.0
2025-10-27T21:00:00,ServerRoom,1420.96,226.86,6.264,0,19.01,44.7,0.0
2025-10-27T21:15:00,OpenOffice,285.26,229.55,1.243,0,22.55,35.16,0.0
2025-10-27T21:15:00,MeetingRoom,80.42,227.33,0.354,0,21.4,41.6,0.0
2025-10-27T21:15:00,ServerRoom,1259.16,230.88,5.454,0,19.98,42.76,0.0
2025-10-27T21:30:00,OpenOffice,303.36,232.73,1.303,0,22.13,37.85,0.0
2025-10-27T21:30:00,MeetingRoom,80.49,231.09,0.348,0,22.05,40.2,0.0
2025-10-27T21:30:00,ServerRoom,1329.87,228.67,5.816,0,18.6,48.75,0.0
2025-10-27T21:45:00,OpenOffice,281.34,228.61,1.231,0,21.28,44.47,0.0
2025-10-27T21:45:00,MeetingRoom,78.82,232.5,0.339,0,21.33,41.39,0.0
2025-10-27T21:45:00,ServerRoom,1330.88,234.29,5.68,0,18.81,41.55,0.0
2025-10-27T22:00:00,OpenOffice,309.51,230.83,1.341,0,21.81,39.35,0.0
2025-10-27T22:00:00,MeetingRoom,80.18,229.71,0.349,0,22.96,51.05,0.0
2025-10-27T22:00:00,ServerRoom,1360.98,227.26,5.989,0,19.91,52.9,0.0
2025-10-27T22:15:00,OpenOffice,287.94,233.28,1.234,0,23.68,37.23,0.0
2025-10-27T22:15:00,MeetingRoom,82.28,233.26,0.353,0,21.62,38.98,0.0
2025-10-27T22:15:00,ServerRoom,1370.49,227.97,6.012,0,19.35,33.88,0.0
2025-10-27T22:30:00,OpenOffice,300.51,228.46,1.315,0,22.23,32.22,0.0
2025-10-27T22:30:00,MeetingRoom,81.32,231.67,0.351,0,20.01,41.87,0.0
2025-10-27T22:30:00,ServerRoom,1510.84,227.58,6.639,0,21.67,42.1,0.0
2025-10-27T22:45:00,OpenOffice,289.42,229.89,1.259,0,22.56,40.38,0.0
2025-10-27T22:45:00,MeetingRoom,82.16,228.16,0.36,0,22.17,32.93,0.0
2025-10-27T22:45:00,ServerRoom,1427.73,228.19,6.257,0,19.26,46.18,0.0
2025-10-27T23:00:00,OpenOffice,316.37,231.22,1.368,0,20.91,38.42,0.0
2025-10-27T23:00:00,MeetingRoom,84.85,230.28,0.368,0,24.32,41.97,0.0
2025-10-27T23:00:00,ServerRoom,1462.14,229.38,6.374,0,20.13,39.24,0.0
2025-10-27T23:15:00,OpenOffice,310.62,231.91,1.339,0,21.21,33.34,0.0
2025-10-27T23:15:00,MeetingRoom,72.66,231.02,0.315,0,20.9,29.24,0.0
2025-10-27T23:15:00,ServerRoom,1489.37,234.99,6.338,0,19.99,44.19,0.0
2025-10-27T23:30:00,OpenOffice,301.23,229.8,1.311,0,22.92,38.55,0.0
2025-10-27T23:30:00,MeetingRoom,81.07,230.64,0.351,0,21.33,44.96,0.0
2025-10-27T23:30:00,ServerRoom,1461.0,228.49,6.394,0,20.54,35.51,0.0
2025-10-27T23:45:00,OpenOffice,300.42,229.98,1.306,0,23.09,42.37,0.0
2025-10-27T23:45:00,MeetingRoom,79.9,231.64,0.345,0,23.39,42.79,0.0
2025-10-27T23:45:00,ServerRoom,1487.69,227.38,6.543,0,18.93,38.47,0.0
2025-10-28T00:00:00,OpenOffice,290.86,229.63,1.267,0,22.06,42.65,0.0
2025-10-28T00:00:00,MeetingRoom,79.72,230.97,0.345,0,22.06,30.12,0.0
2025-10-28T00:00:00,ServerRoom,1429.55,229.71,6.223,0,18.79,43.0,0.0
2025-10-28T00:15:00,OpenOffice,322.96,232.44,1.389,0,21.79,47.45,0.0
2025-10-28T00:15:00,MeetingRoom,80.59,229.33,0.351,0,21.39,38.49,0.0
2025-10-28T00:15:00,ServerRoom,1483.71,230.34,6.441,0,20.16,40.02,0.0
